SAMPID	SMTSD
GTEX-145MH-0011-R10b-SM-5PNUK	Brain - Frontal Cortex (BA9)
GTEX-14753-0011-R10b-SM-5S2WE	Brain - Frontal Cortex (BA9)
GTEX-1477Z-0011-R10b-SM-5S2RF	Brain - Frontal Cortex (BA9)
GTEX-147F4-0011-R10b-SM-5S2WC	Brain - Frontal Cortex (BA9)
GTEX-147GR-0011-R10b-SM-5S2UM	Brain - Frontal Cortex (BA9)
GTEX-14ASI-0011-R10b-SM-5S2VZ	Brain - Frontal Cortex (BA9)
GTEX-14BIL-0011-R10a-SM-5SI75	Brain - Frontal Cortex (BA9)
GTEX-14BIN-0011-R10a-SM-5S2UA	Brain - Frontal Cortex (BA9)
GTEX-N7MS-0011-R10A-SM-2HMJK	Brain - Frontal Cortex (BA9)
GTEX-N7MT-0011-R10A-SM-2I3E1	Brain - Frontal Cortex (BA9)
GTEX-NL3H-0011-R10A-SM-2I3E9	Brain - Frontal Cortex (BA9)
GTEX-NL4W-0011-R10A-SM-2I3DY	Brain - Frontal Cortex (BA9)
GTEX-NPJ7-0011-R10A-SM-2I3E5	Brain - Frontal Cortex (BA9)
GTEX-NPJ8-0011-R10A-SM-2YUMO	Brain - Frontal Cortex (BA9)
GTEX-OXRN-0011-R10A-SM-2I5GC	Brain - Frontal Cortex (BA9)
GTEX-OXRO-0011-R10A-SM-2I5EH	Brain - Frontal Cortex (BA9)
GTEX-P44H-0011-R10A-SM-2XCEK	Brain - Frontal Cortex (BA9)
GTEX-Q2AG-0011-R10A-SM-2HMLA	Brain - Frontal Cortex (BA9)
GTEX-QDT8-0011-R10A-SM-32PKG	Brain - Frontal Cortex (BA9)
GTEX-QMR6-0011-R10A-SM-32PKO	Brain - Frontal Cortex (BA9)
GTEX-QVJO-0011-R10A-SM-2S1QJ	Brain - Frontal Cortex (BA9)
GTEX-QVUS-0011-R10A-SM-3GIK3	Brain - Frontal Cortex (BA9)
GTEX-RVPU-0011-R10A-SM-2XCAH	Brain - Frontal Cortex (BA9)
GTEX-S7SE-0011-R10A-SM-2XCDF	Brain - Frontal Cortex (BA9)
GTEX-T5JC-0011-R10A-SM-32PM2	Brain - Frontal Cortex (BA9)
GTEX-T6MN-0011-R10A-SM-32QP7	Brain - Frontal Cortex (BA9)
GTEX-TSE9-0011-R10A-SM-3DB7O	Brain - Frontal Cortex (BA9)
GTEX-WL46-0011-R10A-SM-3MJFQ	Brain - Frontal Cortex (BA9)
GTEX-WVLH-0011-R10A-SM-3MJFM	Brain - Frontal Cortex (BA9)
GTEX-WWYW-0011-R10A-SM-3NB35	Brain - Frontal Cortex (BA9)
GTEX-WZTO-0011-R10B-SM-4E3KB	Brain - Frontal Cortex (BA9)
GTEX-X261-0011-R10B-SM-4E3JT	Brain - Frontal Cortex (BA9)
GTEX-X4EP-0011-R10B-SM-4QASJ	Brain - Frontal Cortex (BA9)
GTEX-X4XX-0011-R10B-SM-46MWO	Brain - Frontal Cortex (BA9)
GTEX-X585-0011-R10A-SM-46MUY	Brain - Frontal Cortex (BA9)
GTEX-XLM4-0011-R10A-SM-4AT5P	Brain - Frontal Cortex (BA9)
GTEX-XMD1-0011-R10A-SM-4AT4A	Brain - Frontal Cortex (BA9)
GTEX-Y8DK-0011-R10A-SM-4SOK1	Brain - Frontal Cortex (BA9)
GTEX-YFC4-0011-R10a-SM-4SOK5	Brain - Frontal Cortex (BA9)
GTEX-YJ89-0011-R10a-SM-4SOK9	Brain - Frontal Cortex (BA9)
GTEX-Z93S-0011-R10a-SM-4RGNM	Brain - Frontal Cortex (BA9)
GTEX-ZAB4-0011-R10a-SM-4SOKH	Brain - Frontal Cortex (BA9)
GTEX-ZDXO-0011-R10a-SM-4WWD8	Brain - Frontal Cortex (BA9)
GTEX-ZE7O-0011-R10a-SM-57WAZ	Brain - Frontal Cortex (BA9)
GTEX-ZF28-0011-R10a-SM-4WWEH	Brain - Frontal Cortex (BA9)
GTEX-ZUA1-0011-R10a-SM-51MT6	Brain - Frontal Cortex (BA9)
GTEX-ZV68-0011-R10a-SM-51MT7	Brain - Frontal Cortex (BA9)
GTEX-ZVT3-0011-R10b-SM-57WB6	Brain - Frontal Cortex (BA9)
GTEX-ZVZQ-0011-R10b-SM-51MRT	Brain - Frontal Cortex (BA9)
GTEX-ZXG5-0011-R10a-SM-57WDD	Brain - Frontal Cortex (BA9)
GTEX-11GSO-0011-R1b-SM-57WD3	Brain - Hippocampus
GTEX-11ONC-0011-R1a-SM-57WD4	Brain - Hippocampus
GTEX-11UD1-0011-R1b-SM-5BC7D	Brain - Hippocampus
GTEX-11ZTS-0011-R1a-SM-5BC71	Brain - Hippocampus
GTEX-11ZVC-0011-R1b-SM-5BC6M	Brain - Hippocampus
GTEX-1212Z-0011-R1b-SM-5BC72	Brain - Hippocampus
GTEX-12WSB-0011-R1b-SM-5P9EY	Brain - Hippocampus
GTEX-12WSD-0011-R1b-SM-5LZVY	Brain - Hippocampus
GTEX-12WSE-0011-R1b-SM-5GU4V	Brain - Hippocampus
GTEX-12WSF-0011-R1a-SM-5DUVI	Brain - Hippocampus
GTEX-12WSH-0011-R1a-SM-5GU5V	Brain - Hippocampus
GTEX-12WSM-0011-R1a-SM-5LZW6	Brain - Hippocampus
GTEX-12ZZX-0011-R1a-SM-5EQ6B	Brain - Hippocampus
GTEX-13112-0011-R1b-SM-5HL7K	Brain - Hippocampus
GTEX-1313W-0011-R1b-SM-5EQ4A	Brain - Hippocampus
GTEX-131XH-0011-R1a-SM-5DUWA	Brain - Hippocampus
GTEX-131YS-0011-R1a-SM-5DUXC	Brain - Hippocampus
GTEX-132Q8-0011-R1a-SM-5EGLK	Brain - Hippocampus
GTEX-1399T-0011-R1b-SM-5DUWN	Brain - Hippocampus
GTEX-139T8-0011-R1a-SM-5HL75	Brain - Hippocampus
GTEX-139TT-0011-R1a-SM-5LZVD	Brain - Hippocampus
GTEX-13CF2-0011-R1a-SM-5LZY1	Brain - Hippocampus
GTEX-13FHO-0011-R1b-SM-5KLZG	Brain - Hippocampus
GTEX-13FHP-0011-R1b-SM-5K7XL	Brain - Hippocampus
GTEX-13FLW-0011-R1b-SM-5LZX2	Brain - Hippocampus
GTEX-13FTY-0011-R1a-SM-5LZXE	Brain - Hippocampus
GTEX-13FXS-0011-R1a-SM-5K7U6	Brain - Hippocampus
GTEX-13G51-0011-R1a-SM-5LZYR	Brain - Hippocampus
GTEX-13JUV-0011-R1a-SM-5LZY4	Brain - Hippocampus
GTEX-13JVG-0011-R1a-SM-5KM32	Brain - Hippocampus
GTEX-13N1W-0011-R1b-SM-5MR4T	Brain - Hippocampus
GTEX-13N2G-0011-R1b-SM-5MR3G	Brain - Hippocampus
GTEX-13NYB-0011-R1b-SM-5KM4F	Brain - Hippocampus
GTEX-13NYS-0011-R1b-SM-5MR55	Brain - Hippocampus
GTEX-13NZA-0011-R1b-SM-5LUAF	Brain - Hippocampus
GTEX-13O3O-0011-R1b-SM-5KM2K	Brain - Hippocampus
GTEX-13O3Q-0011-R1b-SM-5KM3L	Brain - Hippocampus
GTEX-13OVJ-0011-R1b-SM-5L3I6	Brain - Hippocampus
GTEX-13OVL-0011-R1a-SM-5L3H5	Brain - Hippocampus
GTEX-13OW5-0011-R1b-SM-5L3GE	Brain - Hippocampus
GTEX-13OW6-0011-R1a-SM-5L3HQ	Brain - Hippocampus
GTEX-13OW7-0011-R1b-SM-5L3HF	Brain - Hippocampus
GTEX-13OW8-0011-R1a-SM-5L3HI	Brain - Hippocampus
GTEX-13PDP-0011-R1a-SM-5PNX5	Brain - Hippocampus
GTEX-13QIC-0011-R1a-SM-5O9CJ	Brain - Hippocampus
GTEX-13QJC-0011-R1b-SM-5S2UU	Brain - Hippocampus
GTEX-13RTJ-0011-R1a-SM-5O9D9	Brain - Hippocampus
GTEX-13RTL-0011-R1a-SM-5PNZ8	Brain - Hippocampus
GTEX-13S7M-0011-R1b-SM-5PNZE	Brain - Hippocampus
GTEX-13SLW-0011-R1a-SM-5S2W7	Brain - Hippocampus
GTEX-13X6I-0011-R1b-SM-5PNZC	Brain - Hippocampus
GTEX-144GL-0011-R1a-SM-5PNZ5	Brain - Hippocampus
GTEX-144GO-0011-R1a-SM-5PNWO	Brain - Hippocampus
GTEX-145LS-0011-R1b-SM-5PNUP	Brain - Hippocampus
GTEX-145LU-0011-R1a-SM-5Q5CE	Brain - Hippocampus
GTEX-145MH-0011-R1b-SM-5PNWY	Brain - Hippocampus
GTEX-14ASI-0011-R1b-SM-5S2TY	Brain - Hippocampus
GTEX-N7MS-0011-R1a-SM-2HMJG	Brain - Hippocampus
GTEX-N7MT-0011-R1a-SM-5SI7S	Brain - Hippocampus
GTEX-NL3H-0011-R1a-SM-48TDJ	Brain - Hippocampus
GTEX-NPJ7-0011-R1a-SM-3GACT	Brain - Hippocampus
GTEX-NPJ8-0011-R1a-SM-33HCB	Brain - Hippocampus
GTEX-P44H-0011-R1A-SM-3NM8J	Brain - Hippocampus
GTEX-PVOW-0011-R1A-SM-32PL6	Brain - Hippocampus
GTEX-PWO3-0011-R1A-SM-2I5EW	Brain - Hippocampus
GTEX-Q2AG-0011-R1A-SM-2HMJI	Brain - Hippocampus
GTEX-QDT8-0011-R1A-SM-32PKS	Brain - Hippocampus
GTEX-QMR6-0011-R1A-SM-32PKW	Brain - Hippocampus
GTEX-QVJO-0011-R1A-SM-2S1QI	Brain - Hippocampus
GTEX-QVUS-0011-R1A-SM-3GAD2	Brain - Hippocampus
GTEX-R55E-0011-R1A-SM-2TC6N	Brain - Hippocampus
GTEX-RNOR-0011-R1A-SM-5SI8F	Brain - Hippocampus
GTEX-S7SE-0011-R1A-SM-2XCDE	Brain - Hippocampus
GTEX-T5JC-0011-R1A-SM-32PM6	Brain - Hippocampus
GTEX-T6MN-0011-R1A-SM-32QOY	Brain - Hippocampus
GTEX-TSE9-0011-R1A-SM-3DB7E	Brain - Hippocampus
GTEX-UTHO-0011-R1A-SM-3GIJO	Brain - Hippocampus
GTEX-WHSE-0011-R1A-SM-3P5ZK	Brain - Hippocampus
GTEX-WL46-0011-R1A-SM-3LK6M	Brain - Hippocampus
GTEX-WVLH-0011-R1A-SM-4MVOK	Brain - Hippocampus
GTEX-WWYW-0011-R1A-SM-3TW8G	Brain - Hippocampus
GTEX-WZTO-0011-R1B-SM-3NMAR	Brain - Hippocampus
GTEX-X4XX-0011-R1B-SM-3P622	Brain - Hippocampus
GTEX-X585-0011-R1B-SM-46MVE	Brain - Hippocampus
GTEX-XMD1-0011-R1A-SM-4AT4C	Brain - Hippocampus
GTEX-XOTO-0011-R1B-SM-4B65C	Brain - Hippocampus
GTEX-Y8DK-0011-R1A-SM-4RGLO	Brain - Hippocampus
GTEX-YFC4-0011-R1a-SM-4V6EH	Brain - Hippocampus
GTEX-YJ89-0011-R1a-SM-4RGLS	Brain - Hippocampus
GTEX-ZAB4-0011-R1a-SM-4RGNO	Brain - Hippocampus
GTEX-ZE7O-0011-R1a-SM-57WDM	Brain - Hippocampus
GTEX-ZF28-0011-R1a-SM-4WWD1	Brain - Hippocampus
GTEX-ZUA1-0011-R1a-SM-4YCE2	Brain - Hippocampus
GTEX-ZVZQ-0011-R1a-SM-57WBU	Brain - Hippocampus
GTEX-11GSP-0011-R8b-SM-5NQ79	Brain - Hypothalamus
GTEX-11H98-0011-R8a-SM-5NQ8V	Brain - Hypothalamus
GTEX-11OF3-0011-R8b-SM-57WCS	Brain - Hypothalamus
GTEX-11ONC-0011-R8b-SM-5NQ87	Brain - Hypothalamus
GTEX-11WQC-0011-R8b-SM-57WCH	Brain - Hypothalamus
GTEX-11WQK-0011-R8a-SM-5BC7C	Brain - Hypothalamus
GTEX-11ZTS-0011-R8a-SM-57WDI	Brain - Hypothalamus
GTEX-11ZUS-0011-R8a-SM-5BC73	Brain - Hypothalamus
GTEX-12WSA-0011-R8a-SM-5P9EX	Brain - Hypothalamus
GTEX-12WSM-0011-R8a-SM-5DUWJ	Brain - Hypothalamus
GTEX-12ZZX-0011-R8a-SM-5DUW8	Brain - Hypothalamus
GTEX-1313W-0011-R8a-SM-5DUVM	Brain - Hypothalamus
GTEX-131XH-0011-R8a-SM-5EGLL	Brain - Hypothalamus
GTEX-131XW-0011-R8a-SM-5DUWY	Brain - Hypothalamus
GTEX-132Q8-0011-R8b-SM-5DUWX	Brain - Hypothalamus
GTEX-1399T-0011-R8b-SM-5IJD8	Brain - Hypothalamus
GTEX-139TS-0011-R8a-SM-5J1NP	Brain - Hypothalamus
GTEX-13CF2-0011-R8b-SM-5IJCX	Brain - Hypothalamus
GTEX-13CIG-0011-R8b-SM-5LZX5	Brain - Hypothalamus
GTEX-13FLV-0011-R8a-SM-5LZZE	Brain - Hypothalamus
GTEX-13FLW-0011-R8b-SM-5J1MZ	Brain - Hypothalamus
GTEX-13FXS-0011-R8a-SM-5J1MN	Brain - Hypothalamus
GTEX-13G51-0011-R8b-SM-5LZZ4	Brain - Hypothalamus
GTEX-13IVO-0011-R8a-SM-5L3DY	Brain - Hypothalamus
GTEX-13JVG-0011-R8a-SM-5KM3E	Brain - Hypothalamus
GTEX-13N1W-0011-R8a-SM-5MR56	Brain - Hypothalamus
GTEX-13NYB-0011-R8a-SM-5KM4R	Brain - Hypothalamus
GTEX-13NYS-0011-R8a-SM-5MR5H	Brain - Hypothalamus
GTEX-13NZ8-0011-R8b-SM-5KM48	Brain - Hypothalamus
GTEX-13NZA-0011-R8b-SM-5KM2Q	Brain - Hypothalamus
GTEX-13O3O-0011-R8b-SM-5LUAL	Brain - Hypothalamus
GTEX-13O3Q-0011-R8b-SM-5KM2J	Brain - Hypothalamus
GTEX-13OVH-0011-R8b-SM-5MR35	Brain - Hypothalamus
GTEX-13OVJ-0011-R8b-SM-5L3FS	Brain - Hypothalamus
GTEX-13OVL-0011-R8a-SM-5L3HH	Brain - Hypothalamus
GTEX-13OW5-0011-R8a-SM-5L3GQ	Brain - Hypothalamus
GTEX-13OW6-0011-R8a-SM-5L3GF	Brain - Hypothalamus
GTEX-13OW7-0011-R8b-SM-5L3HR	Brain - Hypothalamus
GTEX-13OW8-0011-R8a-SM-5L3G5	Brain - Hypothalamus
GTEX-13PDP-0011-R8b-SM-5O9CS	Brain - Hypothalamus
GTEX-13QIC-0011-R8b-SM-5O9CV	Brain - Hypothalamus
GTEX-13QJC-0011-R8b-SM-5S2U6	Brain - Hypothalamus
GTEX-13RTJ-0011-R8b-SM-5O9DL	Brain - Hypothalamus
GTEX-13SLW-0011-R8b-SM-5SI64	Brain - Hypothalamus
GTEX-13SLX-0011-R8b-SM-5PNWZ	Brain - Hypothalamus
GTEX-13X6I-0011-R8a-SM-5PNZF	Brain - Hypothalamus
GTEX-13X6J-0011-R8b-SM-5PNUA	Brain - Hypothalamus
GTEX-13X6K-0011-R8b-SM-5PNZ4	Brain - Hypothalamus
GTEX-1445S-0011-R8a-SM-5PNWX	Brain - Hypothalamus
GTEX-144GL-0011-R8a-SM-5Q5B1	Brain - Hypothalamus
GTEX-145LS-0011-R8b-SM-5PNXA	Brain - Hypothalamus
GTEX-145LU-0011-R8b-SM-5PNZG	Brain - Hypothalamus
GTEX-145MH-0011-R8a-SM-5PNUL	Brain - Hypothalamus
GTEX-14753-0011-R8b-SM-5S2U1	Brain - Hypothalamus
GTEX-147F4-0011-R8b-SM-5S2UN	Brain - Hypothalamus
GTEX-14ASI-0011-R8b-SM-5S2UB	Brain - Hypothalamus
GTEX-N7MS-0011-R8a-SM-2YUMK	Brain - Hypothalamus
GTEX-N7MT-0011-R8a-SM-2I5GU	Brain - Hypothalamus
GTEX-NL3H-0011-R8a-SM-5S2VF	Brain - Hypothalamus
GTEX-NL4W-0011-R8a-SM-2I3G4	Brain - Hypothalamus
GTEX-NPJ7-0011-R8a-SM-2I3G2	Brain - Hypothalamus
GTEX-NPJ8-0011-R8a-SM-2HMLG	Brain - Hypothalamus
GTEX-P44H-0011-R8A-SM-2XCEL	Brain - Hypothalamus
GTEX-PWO3-0011-R8A-SM-2I5GD	Brain - Hypothalamus
GTEX-Q2AG-0011-R8A-SM-2HMK5	Brain - Hypothalamus
GTEX-QMR6-0011-R8A-SM-32PKJ	Brain - Hypothalamus
GTEX-QVJO-0011-R8A-SM-447C7	Brain - Hypothalamus
GTEX-QVUS-0011-R8A-SM-3GAD7	Brain - Hypothalamus
GTEX-R55E-0011-R8A-SM-2TC66	Brain - Hypothalamus
GTEX-R55F-0011-R8A-SM-2TF4F	Brain - Hypothalamus
GTEX-RU72-0011-R8A-SM-2TF61	Brain - Hypothalamus
GTEX-RVPU-0011-R8A-SM-5SI8I	Brain - Hypothalamus
GTEX-S7SE-0011-R8A-SM-2XCDG	Brain - Hypothalamus
GTEX-T5JC-0011-R8A-SM-32PLM	Brain - Hypothalamus
GTEX-T6MN-0011-R8A-SM-32QP3	Brain - Hypothalamus
GTEX-TSE9-0011-R8A-SM-3DB7R	Brain - Hypothalamus
GTEX-WHSE-0011-R8A-SM-3P5Z1	Brain - Hypothalamus
GTEX-WVLH-0011-R8A-SM-3MJFC	Brain - Hypothalamus
GTEX-WWYW-0011-R8A-SM-3NB3S	Brain - Hypothalamus
GTEX-WZTO-0011-R8A-SM-4E3II	Brain - Hypothalamus
GTEX-X261-0011-R8A-SM-4E3I5	Brain - Hypothalamus
GTEX-X4XX-0011-R8B-SM-46MWM	Brain - Hypothalamus
GTEX-X4XY-0011-R8A-SM-46MVC	Brain - Hypothalamus
GTEX-X585-0011-R8A-SM-46MUX	Brain - Hypothalamus
GTEX-XMD1-0011-R8A-SM-4AT48	Brain - Hypothalamus
GTEX-XOTO-0011-R8A-SM-4B65J	Brain - Hypothalamus
GTEX-YFC4-0011-R8a-SM-4SOK3	Brain - Hypothalamus
GTEX-YJ89-0011-R8b-SM-4SOK8	Brain - Hypothalamus
GTEX-Z93S-0011-R8a-SM-4RGNL	Brain - Hypothalamus
GTEX-ZAB4-0011-R8b-SM-4SOKF	Brain - Hypothalamus
GTEX-ZDXO-0011-R8a-SM-4WWD7	Brain - Hypothalamus
GTEX-ZF28-0011-R8a-SM-4WWFW	Brain - Hypothalamus
GTEX-ZUA1-0011-R8b-SM-51MST	Brain - Hypothalamus
GTEX-ZVT3-0011-R8b-SM-57WDJ	Brain - Hypothalamus
GTEX-ZVZQ-0011-R8a-SM-51MR5	Brain - Hypothalamus
GTEX-ZXG5-0011-R8a-SM-57WD1	Brain - Hypothalamus
GTEX-11GSP-0011-R6b-SM-57WBQ	Brain -N. accumbens
GTEX-11NV4-0011-R6a-SM-57WD5	Brain -N. accumbens
GTEX-11OF3-0011-R6b-SM-57WBG	Brain -N. accumbens
GTEX-11WQC-0011-R6a-SM-5BC77	Brain -N. accumbens
GTEX-12584-0011-R6a-SM-5NQ7C	Brain -N. accumbens
GTEX-12WSB-0011-R6b-SM-5GU6J	Brain -N. accumbens
GTEX-12WSC-0011-R6b-SM-5LU99	Brain -N. accumbens
GTEX-12WSD-0011-R6b-SM-5P9JU	Brain -N. accumbens
GTEX-12WSE-0011-R6b-SM-5LZV5	Brain -N. accumbens
GTEX-12WSF-0011-R6b-SM-5HL8W	Brain -N. accumbens
GTEX-12WSH-0011-R6b-SM-5P9F4	Brain -N. accumbens
GTEX-12WSM-0011-R6b-SM-5EQ6N	Brain -N. accumbens
GTEX-12ZZW-0011-R6a-SM-5DUVZ	Brain -N. accumbens
GTEX-12ZZX-0011-R6a-SM-5HL8L	Brain -N. accumbens
GTEX-12ZZY-0011-R6b-SM-5EGLA	Brain -N. accumbens
GTEX-12ZZZ-0011-R6b-SM-5EQ5B	Brain -N. accumbens
GTEX-13112-0011-R6b-SM-5DUVK	Brain -N. accumbens
GTEX-1313W-0011-R6a-SM-5K7XO	Brain -N. accumbens
GTEX-131XH-0011-R6a-SM-5KM2G	Brain -N. accumbens
GTEX-131XW-0011-R6b-SM-5K7XY	Brain -N. accumbens
GTEX-1399T-0011-R6b-SM-5K7YL	Brain -N. accumbens
GTEX-139TS-0011-R6a-SM-5J2OB	Brain -N. accumbens
GTEX-139TT-0011-R6b-SM-5J2ON	Brain -N. accumbens
GTEX-13FHO-0011-R6b-SM-5LZX1	Brain -N. accumbens
GTEX-13FHP-0011-R6b-SM-5LZY6	Brain -N. accumbens
GTEX-13FLV-0011-R6a-SM-5KLZ4	Brain -N. accumbens
GTEX-13FLW-0011-R6b-SM-5L3EN	Brain -N. accumbens
GTEX-13FXS-0011-R6b-SM-5L3F7	Brain -N. accumbens
GTEX-13G51-0011-R6b-SM-5LZX4	Brain -N. accumbens
GTEX-13IVO-0011-R6b-SM-5K7X9	Brain -N. accumbens
GTEX-13JUV-0011-R6b-SM-5LZYG	Brain -N. accumbens
GTEX-13JVG-0011-R6a-SM-5MR3E	Brain -N. accumbens
GTEX-13N1W-0011-R6a-SM-5MR43	Brain -N. accumbens
GTEX-13N2G-0011-R6b-SM-5MR3P	Brain -N. accumbens
GTEX-13NYB-0011-R6b-SM-5MR51	Brain -N. accumbens
GTEX-13NYS-0011-R6b-SM-5MR3R	Brain -N. accumbens
GTEX-13O3O-0011-R6b-SM-5P9GY	Brain -N. accumbens
GTEX-13O3Q-0011-R6a-SM-5KM2V	Brain -N. accumbens
GTEX-13OVH-0011-R6b-SM-5LUAX	Brain -N. accumbens
GTEX-13OVJ-0011-R6b-SM-5L3GH	Brain -N. accumbens
GTEX-13OVL-0011-R6a-SM-5L3G4	Brain -N. accumbens
GTEX-13OW5-0011-R6b-SM-5O9BW	Brain -N. accumbens
GTEX-13OW6-0011-R6b-SM-5L3GR	Brain -N. accumbens
GTEX-13OW8-0011-R6b-SM-5L3I3	Brain -N. accumbens
GTEX-13PDP-0011-R6b-SM-5O9D5	Brain -N. accumbens
GTEX-13PL6-0011-R6a-SM-5O9C5	Brain -N. accumbens
GTEX-13QJC-0011-R6a-SM-5S2VI	Brain -N. accumbens
GTEX-13RTJ-0011-R6a-SM-5SI74	Brain -N. accumbens
GTEX-13S7M-0011-R6b-SM-5O9D8	Brain -N. accumbens
GTEX-13SLW-0011-R6a-SM-5O9BH	Brain -N. accumbens
GTEX-13SLX-0011-R6a-SM-5PNX4	Brain -N. accumbens
GTEX-13VXU-0011-R6a-SM-5SI71	Brain -N. accumbens
GTEX-13X6J-0011-R6a-SM-5PNUB	Brain -N. accumbens
GTEX-13X6K-0011-R6a-SM-5P9K6	Brain -N. accumbens
GTEX-1445S-0011-R6b-SM-5PNUF	Brain -N. accumbens
GTEX-144GL-0011-R6a-SM-5P9HW	Brain -N. accumbens
GTEX-144GO-0011-R6b-SM-5S2V7	Brain -N. accumbens
GTEX-145LS-0011-R6b-SM-5PNWL	Brain -N. accumbens
GTEX-145LU-0011-R6a-SM-5S2V6	Brain -N. accumbens
GTEX-145MH-0011-R6a-SM-5PNZ7	Brain -N. accumbens
GTEX-145MI-0011-R6a-SM-5PNZA	Brain -N. accumbens
GTEX-147F4-0011-R6b-SM-5S2UP	Brain -N. accumbens
GTEX-147GR-0011-R6b-SM-5S2RO	Brain -N. accumbens
GTEX-14ABY-0011-R6a-SM-5PNWR	Brain -N. accumbens
GTEX-14ASI-0011-R6a-SM-5S2UZ	Brain -N. accumbens
GTEX-14BIM-0011-R6b-SM-5S2VB	Brain -N. accumbens
GTEX-14BIN-0011-R6a-SM-5S2RH	Brain -N. accumbens
GTEX-N7MS-0011-R6a-SM-2HMJ4	Brain -N. accumbens
GTEX-N7MT-0011-R6a-SM-2I3G3	Brain -N. accumbens
GTEX-NL3H-0011-R6a-SM-2I3G8	Brain -N. accumbens
GTEX-NL4W-0011-R6a-SM-2I3GA	Brain -N. accumbens
GTEX-NPJ7-0011-R6a-SM-2I3G7	Brain -N. accumbens
GTEX-NPJ8-0011-R6a-SM-2HMKB	Brain -N. accumbens
GTEX-PWO3-0011-R6A-SM-2I5F3	Brain -N. accumbens
GTEX-Q2AG-0011-R6A-SM-2HML7	Brain -N. accumbens
GTEX-QDT8-0011-R6A-SM-32PKI	Brain -N. accumbens
GTEX-QMR6-0011-R6A-SM-32PKP	Brain -N. accumbens
GTEX-QVJO-0011-R6A-SM-2S1QN	Brain -N. accumbens
GTEX-QVUS-0011-R6A-SM-3GACX	Brain -N. accumbens
GTEX-R55E-0011-R6A-SM-2TC5T	Brain -N. accumbens
GTEX-R55F-0011-R6A-SM-2TF4L	Brain -N. accumbens
GTEX-RU72-0011-R6A-SM-2TF71	Brain -N. accumbens
GTEX-S7PM-0011-R6A-SM-3NM8F	Brain -N. accumbens
GTEX-S7SE-0011-R6A-SM-2XCD9	Brain -N. accumbens
GTEX-T2IS-0011-R6A-SM-32QP2	Brain -N. accumbens
GTEX-T5JC-0011-R6A-SM-5SI89	Brain -N. accumbens
GTEX-T6MN-0011-R6A-SM-32QP8	Brain -N. accumbens
GTEX-TSE9-0011-R6A-SM-3DB7L	Brain -N. accumbens
GTEX-UTHO-0011-R6A-SM-3GIJW	Brain -N. accumbens
GTEX-WHSE-0011-R6A-SM-3P5ZP	Brain -N. accumbens
GTEX-WL46-0011-R6A-SM-3LK6X	Brain -N. accumbens
GTEX-WVLH-0011-R6A-SM-3MJFZ	Brain -N. accumbens
GTEX-WWYW-0011-R6A-SM-3NB3G	Brain -N. accumbens
GTEX-WZTO-0011-R6B-SM-4E3J6	Brain -N. accumbens
GTEX-X261-0011-R6B-SM-4E3J8	Brain -N. accumbens
GTEX-X4XX-0011-R6B-SM-46MWP	Brain -N. accumbens
GTEX-X585-0011-R6A-SM-46MVJ	Brain -N. accumbens
GTEX-XLM4-0011-R6A-SM-4AT4B	Brain -N. accumbens
GTEX-XMD1-0011-R6A-SM-4AT5K	Brain -N. accumbens
GTEX-XOTO-0011-R6B-SM-4B65X	Brain -N. accumbens
GTEX-Y8DK-0011-R6A-SM-4V6EG	Brain -N. accumbens
GTEX-YFC4-0011-R6b-SM-4V6E1	Brain -N. accumbens
GTEX-YJ89-0011-R6a-SM-4V6GN	Brain -N. accumbens
GTEX-Z93S-0011-R6b-SM-4RGNJ	Brain -N. accumbens
GTEX-ZAB4-0011-R6a-SM-4SOKD	Brain -N. accumbens
GTEX-ZDXO-0011-R6a-SM-4WWCT	Brain -N. accumbens
GTEX-ZE7O-0011-R6a-SM-57WCI	Brain -N. accumbens
GTEX-ZE9C-0011-R6a-SM-4WWCW	Brain -N. accumbens
GTEX-ZUA1-0011-R6b-SM-4YCDD	Brain -N. accumbens
GTEX-ZV68-0011-R6a-SM-51MSR	Brain -N. accumbens
GTEX-ZVT3-0011-R6a-SM-51MSU	Brain -N. accumbens
GTEX-ZVZQ-0011-R6b-SM-57WAY	Brain -N. accumbens
GTEX-ZXG5-0011-R6a-SM-57WBZ	Brain -N. accumbens
GTEX-11GSP-0011-R7b-SM-57WC3	Brain -Putamen
GTEX-11NV4-0011-R7a-SM-57WDH	Brain -Putamen
GTEX-11OF3-0011-R7a-SM-57WCG	Brain -Putamen
GTEX-11WQC-0011-R7b-SM-5BC7A	Brain -Putamen
GTEX-12WSA-0011-R7b-SM-5GU5U	Brain -Putamen
GTEX-12WSB-0011-R7b-SM-5GU6V	Brain -Putamen
GTEX-12WSC-0011-R7b-SM-5LU9L	Brain -Putamen
GTEX-12WSD-0011-R7b-SM-5PNWE	Brain -Putamen
GTEX-12WSE-0011-R7a-SM-5PNWF	Brain -Putamen
GTEX-12WSF-0011-R7b-SM-5HL99	Brain -Putamen
GTEX-12WSI-0011-R7b-SM-5GU78	Brain -Putamen
GTEX-12WSM-0011-R7b-SM-5EGLD	Brain -Putamen
GTEX-12ZZW-0011-R7a-SM-5DUWC	Brain -Putamen
GTEX-12ZZX-0011-R7b-SM-5DUVV	Brain -Putamen
GTEX-12ZZY-0011-R7a-SM-5EGLB	Brain -Putamen
